Dimension,Probability,No_of_blocks,Density,Total_Cells_Discovered,Manhattan_outcome,Manhattan_Trajectory_length,Manhattan_Actual_length,Time_taken
101,0.29,2850,0.27938437408097244,5,1,275.0,201.0,2.812441349029541
101,0.29,2995,0.2935986667973728,9,0,,,0.4807429313659668
101,0.29,2914,0.28565826879717676,12,0,,,0.6632266044616699
101,0.29,2953,0.2894814233898637,215,0,,,3.8139874935150146
101,0.29,2905,0.2847760023527105,13,1,353.0,203.0,3.802826166152954
101,0.29,2939,0.2881090089206941,212,0,,,2.7029216289520264
101,0.29,2998,0.29389275561219486,189,0,,,3.128340005874634
101,0.29,2914,0.28565826879717676,1,0,,,0.25033092498779297
101,0.29,2938,0.28801097931575337,146,0,,,4.028512001037598
101,0.29,2975,0.29163807469855896,5,0,,,0.5694727897644043
101,0.29,2922,0.28644250563670226,7,1,307.0,201.0,3.595618724822998
101,0.29,2932,0.28742280168610923,7,1,341.0,201.0,3.884289503097534
101,0.29,3023,0.29634349573571217,5,0,,,0.6092703342437744
101,0.29,2969,0.2910498970689148,43,1,459.0,205.0,4.24899697303772
101,0.29,2995,0.2935986667973728,1,0,,,0.23431968688964844
101,0.29,3052,0.29918635427899226,31,1,353.0,213.0,3.5579135417938232
101,0.29,3014,0.29546122929124596,186,0,,,3.6180131435394287
101,0.29,2905,0.2847760023527105,211,0,,,3.9132561683654785
101,0.29,2943,0.2885011273404568,10,1,273.0,201.0,2.757657766342163
101,0.29,2973,0.2914420154886776,5,1,317.0,203.0,4.980602025985718
101,0.29,3009,0.2949710812665425,151,0,,,4.592245817184448
101,0.29,3012,0.29526517008136455,1,0,,,0.26555943489074707
101,0.29,3028,0.29683364376041566,1,0,,,0.27765989303588867
101,0.29,2968,0.2909518674639741,3,1,313.0,207.0,4.608292818069458
101,0.29,2879,0.28222723262425253,169,0,,,4.2140116691589355
101,0.29,2985,0.2926183707479659,20,1,299.0,203.0,3.5070407390594482
101,0.29,3037,0.29771591020488186,10,1,289.0,201.0,2.937177896499634
101,0.29,2992,0.2933045779825507,9,1,263.0,207.0,2.6108529567718506
101,0.29,3039,0.2979119694147633,208,0,,,4.617091178894043
101,0.29,2988,0.29291245956278794,9,1,293.0,201.0,3.218008518218994
101,0.29,2959,0.2900696010195079,8,1,415.0,201.0,4.276572227478027
101,0.29,2966,0.29075580825409275,27,0,,,0.9487876892089844
101,0.29,2948,0.2889912753651603,166,0,,,3.5501441955566406
101,0.29,2936,0.28781492010587195,9,1,351.0,201.0,4.36188817024231
101,0.29,3071,0.3010489167728654,23,1,301.0,203.0,4.834677219390869
101,0.29,2970,0.29114792667385553,215,0,,,5.1458580493927
101,0.33,3345,0.327909028526615,3,1,451.0,207.0,4.556809186935425
101,0.33,3373,0.3306538574649544,8,0,,,0.42586421966552734
101,0.33,3361,0.32947750220566613,98,0,,,2.610046625137329
101,0.33,3374,0.3307518870698951,26,0,,,1.1259913444519043
101,0.33,3371,0.33045779825507304,1,0,,,0.3331434726715088
101,0.33,3340,0.3274188805019116,6,0,,,0.5255908966064453
101,0.33,3373,0.3306538574649544,3,0,,,0.3041563034057617
101,0.33,3359,0.3292814429957847,388,0,,,6.624937534332275
101,0.33,3403,0.3335947456131752,1,0,,,0.23137426376342773
101,0.33,3421,0.3353592785021076,195,0,,,3.362128973007202
101,0.33,3467,0.33986864032937947,14,1,427.0,213.0,5.191864728927612
101,0.33,3310,0.3244779923536908,12,0,,,0.5936126708984375
101,0.33,3428,0.33604548573669246,279,0,,,3.622795581817627
101,0.33,3349,0.3283011469463778,3,0,,,0.26746392250061035
101,0.33,3420,0.33526124889716696,3,1,561.0,217.0,6.880584001541138
101,0.33,3402,0.3334967160082345,5,0,,,0.2879211902618408
101,0.33,3374,0.3307518870698951,3,0,,,0.24997997283935547
101,0.33,3429,0.33614351534163317,7,0,,,0.6248884201049805
101,0.33,3364,0.3297715910204882,1,0,,,0.26041364669799805
101,0.33,3372,0.33055582786001375,1,0,,,0.2655949592590332
101,0.33,3415,0.3347711008724635,358,0,,,5.326201438903809
101,0.33,3407,0.3339868640329379,15,0,,,0.6873750686645508
101,0.33,3299,0.3233996666993432,17,0,,,0.6717543601989746
101,0.33,3343,0.32771296931673366,247,0,,,4.878267288208008
101,0.33,3452,0.33839819625526907,3,1,413.0,215.0,3.879159450531006
101,0.33,3339,0.3273208508969709,1,0,,,0.2811915874481201
101,0.33,3417,0.3349671600823449,207,0,,,5.196123838424683
101,0.33,3380,0.33134006469953925,32,0,,,1.0791130065917969
101,0.33,3404,0.33369277521811586,11,1,319.0,211.0,3.804821491241455
101,0.33,3464,0.3395745515145574,2,0,,,0.3440513610839844
101,0.33,3377,0.3310459758847172,2,0,,,0.32410192489624023
101,0.33,3304,0.32388981472404665,15,1,363.0,209.0,5.470190763473511
101,0.33,3322,0.3256543476129791,6,0,,,0.51554274559021
101,0.33,3384,0.331732183119302,7,1,441.0,205.0,6.968960762023926
101,0.33,3346,0.32800705813155573,2,0,,,0.2343592643737793
101,0.33,3307,0.3241839035388687,185,0,,,3.4664530754089355
101,0.33,3421,0.3353592785021076,1,0,,,0.2655644416809082
101,0.33,3416,0.3348691304774042,2,0,,,0.24997901916503906
101,0.33,3290,0.32251740025487696,219,0,,,4.291160821914673
101,0.33,3327,0.3261444956376826,78,0,,,1.5802974700927734
101,0.33,3391,0.3324183903538869,143,0,,,5.901063919067383
101,0.33,3260,0.3195765121066562,17,1,311.0,205.0,4.648585557937622
101,0.33,3403,0.3335947456131752,1,0,,,0.23432064056396484
101,0.33,3350,0.3283991765513185,214,0,,,3.4523160457611084
101,0.33,3347,0.32810508773649644,5,1,447.0,213.0,4.325042963027954
101,0.33,3353,0.3286932653661406,15,1,339.0,225.0,4.962969541549683
101,0.33,3372,0.33055582786001375,3,0,,,0.2655644416809082
101,0.33,3294,0.32290951867463974,10,1,323.0,209.0,4.6577301025390625
101,0.33,3307,0.3241839035388687,1,0,,,0.23533916473388672
101,0.33,3357,0.32908538378590335,13,1,375.0,211.0,3.842723846435547
