Dimension,Probability,No_of_blocks,Density,Total_Cells_Discovered,Total_Blocked_Cells_Discovered,Manhattan_outcome,Manhattan_Trajectory_length,Manhattan_Actual_length,Time_taken
101,0.25,2550,0.24997549259876484,612,146,1,291.0,227.0,0.1352550983428955
101,0.25,2587,0.2536025879815704,661,166,1,325.0,245.0,0.17400217056274414
101,0.25,2560,0.25095578864817175,645,154,1,323.0,243.0,0.07810449600219727
101,0.25,2548,0.24977943338888345,668,173,0,,,0.6819367408752441
101,0.25,2543,0.24928928536418,751,191,1,355.0,275.0,0.2631382942199707
101,0.29,2985,0.2926183707479659,858,238,0,,,0.8461480140686035
101,0.29,2997,0.2937947260072542,711,206,0,,,0.7966742515563965
101,0.29,3017,0.29575531810606803,744,224,1,417.0,245.0,0.24361944198608398
101,0.29,2941,0.28830506813057544,26,11,0,,,0.03124237060546875
101,0.29,2876,0.28193314380943046,711,183,1,339.0,257.0,0.1406242847442627
101,0.29,3061,0.30006862072345847,844,243,1,445.0,277.0,0.17550873756408691
101,0.29,2932,0.28742280168610923,716,199,1,357.0,255.0,0.1718730926513672
101,0.29,2981,0.2922262523282031,776,218,1,401.0,227.0,0.20307374000549316
101,0.29,2943,0.2885011273404568,697,202,1,345.0,239.0,0.18947362899780273
101,0.29,2945,0.2886971865503382,5,3,0,,,0.0
101,0.29,2921,0.2863444760317616,787,239,0,,,0.7538573741912842
101,0.29,2971,0.2912459562787962,3,2,0,,,0.008945703506469727
101,0.29,2985,0.2926183707479659,794,237,1,397.0,259.0,0.25234007835388184
101,0.29,3026,0.29663758455053424,5,3,0,,,0.0
101,0.29,2920,0.2862464464268209,8,4,0,,,0.0
101,0.29,2901,0.2843838839329477,690,197,1,339.0,255.0,0.15621232986450195
101,0.29,2917,0.28595235761199883,757,218,1,411.0,267.0,0.23638486862182617
101,0.29,2933,0.2875208312910499,653,165,1,311.0,219.0,0.14058589935302734
101,0.29,2958,0.2899715714145672,732,200,1,355.0,241.0,0.15621280670166016
101,0.29,3003,0.29438290363689834,729,221,1,377.0,239.0,0.2207498550415039
101,0.29,2908,0.28507009116753257,771,258,0,,,0.7170953750610352
101,0.29,2904,0.28467797274776985,737,202,1,351.0,257.0,0.13405752182006836
101,0.29,2963,0.2904617194392707,685,183,1,311.0,243.0,0.15541481971740723
101,0.29,3008,0.2948730516616018,14,5,0,,,0.015622377395629883
101,0.29,2948,0.2889912753651603,731,207,0,,,0.7400283813476562
101,0.29,2963,0.2904617194392707,693,172,1,329.0,245.0,0.22498679161071777
101,0.29,2990,0.29310851877266936,8,4,0,,,0.007012844085693359
101,0.29,2875,0.28183511420448976,742,213,1,389.0,263.0,0.20310592651367188
101,0.29,2999,0.29399078521713556,9,5,0,,,0.015623807907104492
101,0.29,2970,0.29114792667385553,3,2,0,,,0.015621662139892578
101,0.29,3052,0.29918635427899226,85,31,0,,,0.0781095027923584
101,0.29,2896,0.2838937359082443,719,220,1,355.0,255.0,0.23631620407104492
101,0.29,2977,0.2918341339084404,669,196,0,,,0.739661693572998
101,0.29,3017,0.29575531810606803,796,228,0,,,0.7195210456848145
101,0.29,2933,0.2875208312910499,716,214,0,,,0.7207119464874268
101,0.29,3006,0.2946769924517204,800,239,0,,,1.7536418437957764
101,0.29,2903,0.28457994314282914,684,178,1,335.0,253.0,0.1546487808227539
101,0.29,2871,0.281442995784727,682,198,0,,,0.703493595123291
101,0.29,2956,0.28977551220468584,793,235,1,429.0,251.0,0.19853615760803223
101,0.29,2957,0.2898735418096265,788,229,1,435.0,253.0,0.20515036582946777
101,0.29,2935,0.2877168905009313,765,222,1,421.0,239.0,0.17183423042297363
101,0.29,2963,0.2904617194392707,851,238,1,459.0,289.0,0.345836877822876
101,0.29,2971,0.2912459562787962,838,231,1,485.0,245.0,0.37491583824157715
101,0.29,2940,0.28820703852563473,624,163,1,295.0,235.0,0.16155552864074707
101,0.29,2832,0.27761984119204,685,187,1,351.0,253.0,0.1405954360961914
101,0.29,2953,0.2894814233898637,719,200,1,355.0,251.0,0.17299628257751465
101,0.29,2918,0.28605038721693954,720,191,1,399.0,267.0,0.16337180137634277
101,0.29,3028,0.29683364376041566,64,28,0,,,0.06248307228088379
101,0.29,2929,0.2871287128712871,635,174,1,309.0,235.0,0.1093447208404541
101,0.29,2967,0.2908538378590334,852,255,1,459.0,275.0,0.8154575824737549
101,0.33,3403,0.3335947456131752,3,2,0,,,0.0
101,0.33,3367,0.33006567983531027,3,2,0,,,0.0
101,0.33,3392,0.3325164199588276,15,8,0,,,0.015615463256835938
101,0.33,3416,0.3348691304774042,3,2,0,,,0.015618324279785156
101,0.33,3382,0.33153612390942067,1080,359,1,761.0,343.0,1.4203386306762695
101,0.33,3400,0.3333006567983531,608,191,0,,,1.050947904586792
101,0.33,3366,0.32996765023036956,755,255,0,,,1.5851316452026367
101,0.33,3338,0.3272228212920302,5,3,0,,,0.02692699432373047
101,0.33,3397,0.333006567983531,808,261,1,435.0,225.0,0.24266362190246582
101,0.33,3415,0.3347711008724635,9,5,0,,,0.0
101,0.33,3381,0.33143809430447996,796,262,0,,,0.8349885940551758
101,0.33,3289,0.32241937064993625,746,237,1,365.0,259.0,0.15889215469360352
101,0.33,3352,0.32859523576119987,891,293,1,507.0,315.0,0.4673130512237549
101,0.33,3320,0.32545828840309776,804,266,0,,,0.7233819961547852
101,0.33,3383,0.3316341535143613,67,31,0,,,0.05654287338256836
101,0.33,3290,0.32251740025487696,784,239,1,413.0,235.0,0.2031090259552002
101,0.33,3390,0.33232036074894616,866,288,1,463.0,275.0,0.242600679397583
101,0.33,3330,0.3264385844525047,693,234,0,,,0.9109015464782715
101,0.33,3331,0.32653661405744533,831,247,0,,,0.7423133850097656
101,0.33,3376,0.3309479462797765,905,299,0,,,1.2102410793304443
101,0.33,3352,0.32859523576119987,968,316,1,629.0,277.0,0.8347783088684082
101,0.33,3325,0.3259484364278012,11,6,0,,,0.0
101,0.33,3374,0.3307518870698951,60,28,0,,,0.06248641014099121
101,0.33,3295,0.32300754827958045,829,253,1,461.0,293.0,0.2675943374633789
101,0.33,3303,0.32379178511910595,697,215,0,,,0.74165940284729
101,0.33,3369,0.3302617390451916,6,3,0,,,0.009972333908081055
101,0.33,3307,0.3241839035388687,866,293,0,,,0.7968850135803223
101,0.33,3439,0.3371238113910401,966,323,1,551.0,259.0,0.3201477527618408
101,0.33,3394,0.33271247916870894,864,283,1,465.0,275.0,0.2749671936035156
101,0.33,3432,0.33643760415645524,852,281,1,445.0,285.0,0.2635517120361328
101,0.33,3395,0.33281050877364965,5,3,0,,,0.007978439331054688
101,0.33,3339,0.3273208508969709,690,229,0,,,1.7009854316711426
101,0.33,3352,0.32859523576119987,11,6,0,,,0.027926206588745117
101,0.33,3348,0.3282031173414371,838,277,0,,,1.424403429031372
101,0.33,3428,0.33604548573669246,827,273,1,467.0,249.0,0.6464533805847168
101,0.33,3387,0.3320262719341241,645,218,1,309.0,231.0,0.20307707786560059
101,0.33,3423,0.33555533771198903,809,268,0,,,0.7564606666564941
101,0.33,3369,0.3302617390451916,41,18,0,,,0.0490717887878418
101,0.33,3338,0.3272228212920302,789,258,1,415.0,237.0,0.1874547004699707
101,0.33,3326,0.3260464660327419,762,247,1,403.0,251.0,0.23431396484375
101,0.33,3359,0.3292814429957847,711,232,0,,,0.7181224822998047
101,0.33,3352,0.32859523576119987,128,46,0,,,0.1609811782836914
101,0.33,3380,0.33134006469953925,842,249,0,,,1.0968780517578125
101,0.33,3303,0.32379178511910595,27,11,0,,,0.0418856143951416
101,0.33,3430,0.3362415449465739,6,3,0,,,0.008975744247436523
101,0.33,3408,0.33408489363787863,3,2,0,,,0.00801229476928711
101,0.33,3404,0.33369277521811586,16,8,0,,,0.03124547004699707
101,0.33,3340,0.3274188805019116,970,321,1,587.0,271.0,0.5412447452545166
101,0.33,3361,0.32947750220566613,708,215,1,351.0,233.0,0.34366941452026367
101,0.33,3393,0.33261444956376823,1155,400,0,,,1.4539611339569092
