Dimension,Probability,No_of_blocks,Density,Outcome,Length_of_path
101,0.09,931,0.09126556219978434,1,201.0
101,0.09,889,0.08714831879227526,1,201.0
101,0.09,865,0.08479560827369866,1,201.0
101,0.09,907,0.08891285168120773,1,201.0
101,0.09,874,0.08567787471816489,1,201.0
101,0.1,1029,0.10087246348397216,1,201.0
101,0.1,1011,0.09910793059503971,1,201.0
101,0.1,1022,0.10018625624938732,1,201.0
101,0.1,1033,0.10126458190373493,1,201.0
101,0.1,1018,0.09979413782962454,1,201.0
101,0.1,1059,0.10381335163219292,1,201.0
101,0.1,997,0.09773551612587002,1,201.0
101,0.1,982,0.09626507205175963,0,
101,0.1,1052,0.10312714439760808,1,201.0
101,0.1,1012,0.09920596019998039,1,201.0
101,0.1,1003,0.09832369375551417,1,201.0
101,0.1,1066,0.10449955886677777,1,201.0
101,0.1,1015,0.09950004901480247,1,201.0
101,0.1,986,0.0966571904715224,1,201.0
101,0.1,938,0.09195176943436918,1,201.0
101,0.1,1053,0.10322517400254877,1,201.0
101,0.1,1002,0.09822566415057347,1,201.0
101,0.1,1015,0.09950004901480247,1,201.0
101,0.1,993,0.09734339770610724,1,201.0
101,0.1,1030,0.10097049308891286,1,201.0
101,0.11,1139,0.1116557200274483,1,201.0
101,0.11,1092,0.10704832859523576,1,201.0
101,0.11,1076,0.10547985491618468,1,201.0
101,0.11,1123,0.11008724634839721,1,201.0
101,0.11,1097,0.10753847661993922,1,201.0
101,0.11,1114,0.109204979903931,1,201.0
101,0.11,1127,0.11047936476815999,1,201.0
101,0.11,1145,0.11224389765709245,1,201.0
101,0.11,1083,0.10616606215076953,1,201.0
101,0.11,1145,0.11224389765709245,1,201.0
101,0.11,1091,0.10695029899029507,1,201.0
101,0.11,1175,0.1151847858053132,1,201.0
101,0.11,1149,0.11263601607685521,1,201.0
101,0.11,1183,0.11596902264483874,1,201.0
101,0.11,1132,0.11096951279286345,1,201.0
101,0.11,1154,0.11312616410155867,0,
101,0.11,1135,0.11126360160768552,1,201.0
101,0.11,1173,0.11498872659543181,0,
101,0.11,1052,0.10312714439760808,1,201.0
101,0.11,1075,0.105381825311244,1,201.0
101,0.12,1226,0.1201842956572885,1,201.0
101,0.12,1226,0.1201842956572885,0,
101,0.12,1239,0.1214586805215175,1,201.0
101,0.12,1241,0.12165473973139888,1,201.0
101,0.12,1246,0.12214488775610234,1,201.0
101,0.12,1221,0.11969414763258504,1,201.0
101,0.12,1220,0.11959611802764435,1,201.0
101,0.12,1177,0.11538084501519459,1,201.0
101,0.12,1213,0.1189099107930595,1,201.0
101,0.12,1197,0.11734143711400843,1,201.0
101,0.12,1235,0.12106656210175473,0,
101,0.12,1190,0.11665522987942359,1,201.0
101,0.12,1176,0.1152828154102539,1,201.0
101,0.12,1197,0.11734143711400843,1,201.0
101,0.12,1208,0.11841976276835604,1,201.0
101,0.12,1231,0.12067444368199196,1,201.0
101,0.12,1229,0.12047838447211058,1,201.0
101,0.12,1240,0.12155671012645819,1,201.0
101,0.12,1176,0.1152828154102539,1,201.0
101,0.12,1208,0.11841976276835604,1,201.0
101,0.13,1342,0.13155572983040878,1,201.0
101,0.13,1281,0.12557592392902656,0,
101,0.13,1328,0.1301833153612391,1,201.0
101,0.13,1302,0.1276345456327811,1,201.0
101,0.13,1285,0.12596804234878933,1,201.0
101,0.13,1276,0.1250857759043231,1,201.0
101,0.13,1357,0.13302617390451915,1,201.0
101,0.13,1344,0.13175178904029017,1,201.0
101,0.13,1324,0.12979119694147634,1,201.0
101,0.13,1294,0.12685030879325557,1,201.0
101,0.13,1353,0.1326340554847564,1,201.0
101,0.13,1335,0.13086952259582393,1,201.0
101,0.13,1294,0.12685030879325557,0,
101,0.13,1333,0.13067346338594255,1,201.0
101,0.13,1343,0.1316537594353495,1,201.0
101,0.13,1347,0.13204587785511224,1,201.0
101,0.13,1349,0.13224193706499363,0,
101,0.13,1352,0.1325360258798157,1,201.0
101,0.13,1324,0.12979119694147634,1,201.0
101,0.13,1274,0.12488971669444172,1,201.0
101,0.14,1453,0.1424370159788256,1,201.0
101,0.14,1497,0.14675031859621607,1,201.0
101,0.14,1368,0.13410449955886677,0,
101,0.14,1441,0.1412606607195373,1,201.0
101,0.14,1399,0.13714341731202823,1,201.0
101,0.14,1460,0.14312322321341045,1,201.0
101,0.14,1386,0.13586903244779924,1,201.0
101,0.14,1435,0.14067248308989314,1,201.0
101,0.14,1398,0.13704538770708755,1,201.0
101,0.14,1408,0.13802568375649446,1,201.0
101,0.14,1464,0.14351534163317323,1,201.0
101,0.14,1457,0.14282913439858838,1,201.0
101,0.14,1466,0.14371140084305462,1,201.0
101,0.14,1432,0.14037839427507107,1,201.0
101,0.14,1444,0.14155474953435937,1,201.0
101,0.14,1386,0.13586903244779924,1,201.0
101,0.14,1440,0.14116263111459662,1,201.0
101,0.14,1408,0.13802568375649446,0,
101,0.14,1425,0.13969218704048622,1,201.0
101,0.14,1420,0.13920203901578276,1,201.0
101,0.15,1507,0.14773061464562298,1,201.0
101,0.15,1509,0.14792667385550437,0,
101,0.15,1530,0.1499852955592589,1,201.0
101,0.15,1577,0.1545926869914714,1,201.0
101,0.15,1517,0.1487109106950299,1,201.0
101,0.15,1564,0.15331830212724243,1,201.0
101,0.15,1556,0.1525340652877169,1,201.0
101,0.15,1556,0.1525340652877169,1,201.0
101,0.15,1527,0.1496912067444368,0,
101,0.15,1548,0.15174982844819135,1,201.0
101,0.15,1505,0.1475345554357416,1,201.0
101,0.15,1526,0.14959317713949613,1,201.0
101,0.15,1551,0.15204391726301342,1,201.0
101,0.15,1514,0.14841682188020783,1,201.0
101,0.15,1449,0.14204489755906283,1,201.0
101,0.15,1475,0.14459366728752082,1,201.0
101,0.15,1545,0.15145573963336928,1,201.0
101,0.15,1571,0.15400450936182727,1,201.0
101,0.15,1480,0.14508381531222428,1,201.0
101,0.15,1484,0.14547593373198706,1,201.0
101,0.16,1525,0.14949514753455542,1,201.0
101,0.16,1628,0.15959219684344672,1,201.0
101,0.16,1626,0.15939613763356533,1,201.0
101,0.16,1627,0.15949416723850604,1,201.0
101,0.16,1585,0.15537692383099697,1,201.0
101,0.16,1694,0.1660621507695324,1,201.0
101,0.16,1666,0.16331732183119302,1,201.0
101,0.16,1579,0.1547887462013528,1,201.0
101,0.16,1627,0.15949416723850604,1,201.0
101,0.16,1661,0.16282717380648956,1,201.0
101,0.16,1606,0.1574355455347515,1,201.0
101,0.16,1688,0.16547397313988824,1,201.0
101,0.16,1629,0.1596902264483874,1,201.0
101,0.16,1649,0.16165081854720126,1,201.0
101,0.16,1660,0.16272914420154888,1,201.0
101,0.16,1626,0.15939613763356533,1,201.0
101,0.16,1661,0.16282717380648956,1,201.0
101,0.16,1633,0.16008234486815018,1,201.0
101,0.16,1652,0.16194490736202333,1,201.0
101,0.16,1618,0.1586119007940398,1,201.0
101,0.17,1824,0.17880599941182238,1,201.0
101,0.17,1756,0.1721399862758553,1,201.0
101,0.17,1782,0.1746887560043133,1,201.0
101,0.17,1704,0.16704244681893932,1,201.0
101,0.17,1702,0.16684638760905793,1,201.0
101,0.17,1743,0.17086560141162632,1,201.0
101,0.17,1693,0.1659641211645917,1,201.0
101,0.17,1718,0.168414861288109,1,201.0
101,0.17,1700,0.16665032839917654,1,201.0
101,0.17,1691,0.16576806195471033,1,201.0
101,0.17,1763,0.17282619351044015,1,201.0
101,0.17,1758,0.1723360454857367,1,201.0
101,0.17,1727,0.16929712773257524,1,201.0
101,0.17,1747,0.17125771983138907,1,201.0
101,0.17,1731,0.16968924615233802,1,201.0
101,0.17,1680,0.1646897363003627,1,201.0
101,0.17,1690,0.16567003234976962,1,201.0
101,0.17,1697,0.16635623958435447,0,
101,0.17,1801,0.17655131849818645,1,201.0
101,0.17,1733,0.16988530536221938,1,201.0
101,0.18,1844,0.1807665915106362,1,201.0
101,0.18,1832,0.1795902362513479,1,201.0
101,0.18,1780,0.1744926967944319,1,201.0
101,0.18,1775,0.17400254876972845,1,201.0
101,0.18,1862,0.18253112439956867,1,201.0
101,0.18,1856,0.1819429467699245,0,
101,0.18,1806,0.1770414665228899,1,201.0
101,0.18,1806,0.1770414665228899,1,201.0
101,0.18,1852,0.18155082835016176,1,201.0
101,0.18,1871,0.1834133908440349,1,201.0
101,0.18,1865,0.18282521321439074,1,201.0
101,0.18,1842,0.18057053230075482,1,201.0
101,0.18,1879,0.18419762768356043,1,201.0
101,0.18,1822,0.178609940201941,0,
101,0.18,1815,0.17792373296735614,0,
101,0.18,1813,0.17772767375747475,1,201.0
101,0.18,1879,0.18419762768356043,1,201.0
101,0.18,1834,0.1797862954612293,1,201.0
101,0.18,1813,0.17772767375747475,1,201.0
101,0.18,1854,0.18174688756004315,1,201.0
101,0.19,1910,0.18723654543672189,1,201.0
101,0.19,1997,0.1957651210665621,1,201.0
101,0.19,1979,0.19400058817762963,1,201.0
101,0.19,1982,0.19429467699245173,1,201.0
101,0.19,1917,0.18792275267130673,1,201.0
101,0.19,1952,0.19135378884423096,1,201.0
101,0.19,1905,0.18674639741201843,1,201.0
101,0.19,1982,0.19429467699245173,0,
101,0.19,1940,0.19017743358494266,0,
101,0.19,1950,0.19115772963434957,1,201.0
101,0.19,1930,0.18919713753553574,1,201.0
101,0.19,1952,0.19135378884423096,1,201.0
101,0.19,1989,0.19498088422703658,1,201.0
101,0.19,1914,0.18762866385648466,1,201.0
101,0.19,1906,0.1868444270169591,1,201.0
101,0.19,1898,0.18606019017743358,1,201.0
101,0.19,1934,0.1895892559552985,1,201.0
101,0.19,1926,0.18880501911577297,1,201.0
101,0.19,1905,0.18674639741201843,1,201.0
101,0.19,1891,0.18537398294284874,1,201.0
101,0.2,2023,0.1983138907950201,1,201.0
101,0.2,2069,0.20282325262229192,1,201.0
101,0.2,2072,0.20311734143711402,1,201.0
101,0.2,2099,0.2057641407705127,1,201.0
101,0.2,2031,0.19909812763454562,1,201.0
101,0.2,2021,0.1981178315851387,1,201.0
101,0.2,1998,0.19586315067150278,1,201.0
101,0.2,2014,0.19743162435055386,0,
101,0.2,1931,0.18929516714047642,1,201.0
101,0.2,2025,0.1985099500049015,1,201.0
101,0.2,2061,0.2020390157827664,1,201.0
101,0.2,2077,0.20360748946181748,1,201.0
101,0.2,2105,0.20635231840015686,1,201.0
101,0.2,2029,0.19890206842466424,1,201.0
101,0.2,2026,0.19860797960984217,1,201.0
101,0.2,1992,0.19527497304185865,0,
101,0.2,2070,0.20292128222723263,1,201.0
101,0.2,2013,0.19733359474561318,1,201.0
101,0.2,1991,0.19517694343691794,1,201.0
101,0.2,1985,0.1945887658072738,1,201.0
101,0.21,2148,0.21056759141260661,0,
101,0.21,2222,0.21782178217821782,1,201.0
101,0.21,2194,0.21507695323987844,0,
101,0.21,2165,0.21223409469659837,1,201.0
101,0.21,2161,0.2118419762768356,1,201.0
101,0.21,2205,0.21615527889422606,1,201.0
101,0.21,2158,0.21154788746201353,1,203.0
101,0.21,2123,0.2081168512890893,1,201.0
101,0.21,2118,0.20762670326438584,1,201.0
101,0.21,2089,0.20478384472110578,1,201.0
101,0.21,2170,0.21272424272130183,1,201.0
101,0.21,2096,0.20547005195569062,1,201.0
101,0.21,2118,0.20762670326438584,1,201.0
101,0.21,2112,0.2070385256347417,1,201.0
101,0.21,2086,0.2044897559062837,1,201.0
101,0.21,2166,0.21233212430153905,1,201.0
101,0.21,2146,0.21037153220272523,1,201.0
101,0.21,2106,0.20645034800509754,1,201.0
101,0.21,2142,0.20997941378296245,1,201.0
101,0.21,2198,0.21546907165964121,1,201.0
101,0.22,2283,0.22380158807960004,1,201.0
101,0.22,2117,0.20752867365944516,1,201.0
101,0.22,2286,0.2240956768944221,0,
101,0.22,2163,0.21203803548671699,1,201.0
101,0.22,2170,0.21272424272130183,1,201.0
101,0.22,2289,0.22438976570924418,1,201.0
101,0.22,2221,0.21772375257327714,1,201.0
101,0.22,2239,0.21948828546220958,0,
101,0.22,2280,0.22350749926477798,1,201.0
101,0.22,2260,0.22154690716596412,1,201.0
101,0.22,2210,0.21664542691892952,1,201.0
101,0.22,2260,0.22154690716596412,1,201.0
101,0.22,2240,0.2195863150671503,1,201.0
101,0.22,2350,0.2303695716106264,1,201.0
101,0.22,2264,0.2219390255857269,0,
101,0.22,2304,0.22586020978335458,0,
101,0.22,2263,0.2218409959807862,1,201.0
101,0.22,2257,0.22125281835114205,1,201.0
101,0.22,2280,0.22350749926477798,1,203.0
101,0.22,2227,0.21831193020292128,0,
101,0.23,2372,0.23252622291932162,1,201.0
101,0.23,2370,0.23233016370944026,1,201.0
101,0.23,2314,0.2268405058327615,1,201.0
101,0.23,2326,0.2280168610920498,0,
101,0.23,2331,0.22850700911675326,1,201.0
101,0.23,2359,0.23125183805509264,1,201.0
101,0.23,2363,0.23164395647485542,0,
101,0.23,2381,0.23340848936378786,1,201.0
101,0.23,2320,0.22742868346240563,1,201.0
101,0.23,2369,0.23223213410449955,1,201.0
101,0.23,2346,0.22997745319086363,0,
101,0.23,2461,0.24125085775904323,1,201.0
101,0.23,2388,0.2340946965983727,1,201.0
101,0.23,2345,0.22987942358592295,0,
101,0.23,2363,0.23164395647485542,1,201.0
101,0.23,2324,0.2278208018821684,1,201.0
101,0.23,2389,0.2341927262033134,1,201.0
101,0.23,2335,0.22889912753651603,1,201.0
101,0.23,2338,0.2291932163513381,1,201.0
101,0.23,2343,0.22968336437604156,1,201.0
101,0.24,2464,0.2415449465738653,0,
101,0.24,2434,0.23860405842564456,1,201.0
101,0.24,2475,0.24262327222821292,1,201.0
101,0.24,2403,0.2355651406724831,0,
101,0.24,2548,0.24977943338888345,1,201.0
101,0.24,2426,0.237819821586119,0,
101,0.24,2453,0.2404666209195177,1,201.0
101,0.24,2508,0.24585824919125576,1,201.0
101,0.24,2387,0.23399666699343202,1,201.0
101,0.24,2436,0.23880011763552592,1,201.0
101,0.24,2381,0.23340848936378786,1,201.0
101,0.24,2418,0.23703558474659348,1,201.0
101,0.24,2507,0.24576021958631505,1,201.0
101,0.24,2452,0.240368591314577,1,201.0
101,0.24,2433,0.23850602882070385,1,201.0
101,0.24,2393,0.23458484462307616,1,201.0
101,0.24,2472,0.24232918341339085,1,201.0
101,0.24,2449,0.24007450249975493,1,201.0
101,0.24,2447,0.23987844328987354,0,
101,0.24,2503,0.2453681011665523,1,201.0
101,0.25,2591,0.2539947064013332,1,201.0
101,0.25,2516,0.2466424860307813,1,201.0
101,0.25,2535,0.24850504852465444,1,201.0
101,0.25,2565,0.2514459366728752,1,201.0
101,0.25,2588,0.25370061758651113,0,
101,0.25,2547,0.24968140378394274,1,201.0
101,0.25,2576,0.2525242623272228,1,201.0
101,0.25,2602,0.2550730320556808,1,201.0
101,0.25,2457,0.24085873933928045,0,
101,0.25,2583,0.25321046956180765,0,
101,0.25,2567,0.2516419958827566,1,201.0
101,0.25,2565,0.2514459366728752,0,
101,0.25,2531,0.2481129301048917,1,201.0
101,0.25,2588,0.25370061758651113,1,201.0
101,0.25,2590,0.2538966767963925,1,201.0
101,0.25,2621,0.25693559454955395,0,
101,0.25,2487,0.24379962748750122,1,201.0
101,0.25,2515,0.2465444564258406,0,
101,0.25,2565,0.2514459366728752,1,201.0
101,0.25,2492,0.24428977551220468,1,201.0
101,0.26,2696,0.2642878149201059,1,201.0
101,0.26,2703,0.26497402215469074,0,
101,0.26,2729,0.2675227918831487,1,201.0
101,0.26,2633,0.2581119498088423,0,
101,0.26,2685,0.26320948926575827,0,
101,0.26,2655,0.2602686011175375,0,
101,0.26,2672,0.2619351044015293,1,201.0
101,0.26,2734,0.2680129399078522,0,
101,0.26,2699,0.26458190373492796,0,
101,0.26,2693,0.2639937261052838,1,201.0
101,0.26,2660,0.26075874914224095,1,201.0
101,0.26,2646,0.25938633467307126,1,201.0
101,0.26,2585,0.25340652877168907,1,203.0
101,0.26,2771,0.2716400352906578,1,201.0
101,0.26,2573,0.25223017351240073,1,201.0
101,0.26,2604,0.2552690912655622,1,201.0
101,0.26,2643,0.2590922458582492,0,
101,0.26,2575,0.25242623272228215,0,
101,0.26,2649,0.25968042348789333,1,201.0
101,0.26,2644,0.2591902754631899,1,201.0
101,0.27,2752,0.26977747279678466,0,
101,0.27,2783,0.2728163905499461,1,201.0
101,0.27,2807,0.2751691010685227,0,
101,0.27,2802,0.27467895304381923,1,201.0
101,0.27,2691,0.2637976668954024,1,203.0
101,0.27,2782,0.2727183609450054,0,
101,0.27,2778,0.2723262425252426,0,
101,0.27,2683,0.26301343005587685,1,201.0
101,0.27,2742,0.2687971767473777,0,
101,0.27,2779,0.27242427213018333,1,205.0
101,0.27,2716,0.2662484070189197,0,
101,0.27,2754,0.269973532006666,1,205.0
101,0.27,2738,0.26840505832761496,1,201.0
101,0.27,2695,0.2641897853151652,0,
101,0.27,2773,0.27183609450053914,0,
101,0.27,2786,0.2731104793647682,0,
101,0.27,2720,0.2666405254386825,1,201.0
101,0.27,2697,0.26438584452504654,1,203.0
101,0.27,2716,0.2662484070189197,1,203.0
101,0.27,2756,0.2701695912165474,0,
101,0.28,2873,0.2816390549946084,1,205.0
101,0.28,2851,0.27948240368591315,0,
101,0.28,2863,0.2806587589452014,1,201.0
101,0.28,2800,0.27448289383393787,0,
101,0.28,2868,0.2811489069699049,1,201.0
101,0.28,2790,0.27350259778453095,0,
101,0.28,2843,0.2786981668463876,0,
101,0.28,2883,0.2826193510440153,0,
101,0.28,2881,0.2824232918341339,1,201.0
101,0.28,2861,0.28046269973532006,1,201.0
101,0.28,2947,0.2888932457602196,1,207.0
101,0.28,2880,0.28232526222919324,1,201.0
101,0.28,2753,0.2698755024017253,0,
101,0.28,2894,0.28369767669836293,1,201.0
101,0.28,2869,0.2812469365748456,1,201.0
101,0.28,2875,0.28183511420448976,0,
101,0.28,2845,0.278894226056269,1,203.0
101,0.28,2898,0.28408979511812565,0,
101,0.28,2924,0.2866385648465837,0,
101,0.28,2809,0.2753651602784041,1,201.0
101,0.29,2901,0.2843838839329477,0,
101,0.29,2880,0.28232526222919324,0,
101,0.29,3070,0.30095088716792473,1,207.0
101,0.29,2867,0.2810508773649642,1,201.0
101,0.29,3018,0.29585334771100874,0,
101,0.29,2982,0.2923242819331438,1,205.0
101,0.29,2924,0.2866385648465837,0,
101,0.29,2935,0.2877168905009313,1,201.0
101,0.29,2962,0.29036368983433,1,203.0
101,0.29,2972,0.2913439858837369,0,
101,0.29,2939,0.2881090089206941,1,203.0
101,0.29,2913,0.28556023919223605,0,
101,0.29,2990,0.29310851877266936,1,201.0
101,0.29,2950,0.28918733457504164,1,201.0
101,0.29,2888,0.28310949906871874,0,
101,0.29,2929,0.2871287128712871,1,203.0
101,0.29,3058,0.2997745319086364,1,203.0
101,0.29,2980,0.29212822272326244,1,203.0
101,0.29,3005,0.2945789628467797,0,
101,0.29,3007,0.2947750220566611,0,
101,0.3,3007,0.2947750220566611,1,207.0
101,0.3,3046,0.2985981766493481,1,201.0
101,0.3,3115,0.3053622193902559,0,
101,0.3,2989,0.29301048916772865,1,201.0
101,0.3,3044,0.2984021174394667,0,
101,0.3,3024,0.2964415253406529,1,203.0
101,0.3,2997,0.2937947260072542,1,203.0
101,0.3,3001,0.294186844427017,1,205.0
101,0.3,3062,0.3001666503283992,1,201.0
101,0.3,3113,0.30516616018037446,0,
101,0.3,3017,0.29575531810606803,0,
101,0.3,3078,0.30173512400745023,0,
101,0.3,3135,0.3073228114890697,1,203.0
101,0.3,3098,0.3036957161062641,0,
101,0.3,3063,0.3002646799333399,1,205.0
101,0.3,3079,0.30183315361239094,1,201.0
101,0.3,3060,0.2999705911185178,1,203.0
